molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL3939307,0.2,nM,CNC(=O)c1ccccc1Sc1ccc2c(CCc3ccccn3)n[nH]c2c1,9.698970004336019
CHEMBL179165,0.2,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)c2cc1OC,9.698970004336019
CHEMBL409538,0.2,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccon5)cccc4c3)c2cc1OC,9.698970004336019
CHEMBL3586057,0.22,nM,O=C(Nc1ccc(-c2cccnc2)cc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,9.657577319177793
CHEMBL1289926,0.25,nM,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,9.602059991327963
CHEMBL270092,0.3,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccc(Cl)c5)cccc4c3)c2cc1OC,9.522878745280337
CHEMBL429585,0.3,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3F)c2cc1OC,9.522878745280337
CHEMBL269916,0.3,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(Cl)cc(Cl)c5)cccc4c3)c2cc1OC,9.522878745280337
CHEMBL272691,0.3,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5nccs5)cccc4c3)c2cc1OC,9.522878745280337
CHEMBL3918564,0.3,nM,COC(=O)CN(CCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1)CC(=O)OC,9.522878745280337
CHEMBL2016903,0.3,nM,O=C(c1ccncc1)N1CCc2nc(-c3cc4cc(F)ccc4[nH]c3=O)[nH]c2C1,9.522878745280337
CHEMBL4060841,0.31,nM,Nc1ncc2ccc(-c3ccc(NC(=S)Nc4ccc(OC(F)(F)F)cc4Br)cc3)cc2n1,9.508638306165727
CHEMBL1289925,0.34,nM,CNC(=O)c1csc2cc(Oc3ccnc4cc(C5=NCCN5C)sc34)ccc12,9.468521082957745
CHEMBL3586049,0.36,nM,O=C(Nc1ccc(-c2cccnc2)cc1)Nc1cc(Br)cc(C(F)(F)F)c1,9.443697499232712
CHEMBL272250,0.37,nM,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1C(N)=O,9.431798275933005
CHEMBL180331,0.4,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c2cc1OC,9.397940008672037
CHEMBL4875220,0.4,nM,O=C(O)Cc1cccc(Nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ncn2)c1,9.397940008672037
CHEMBL3747481,0.4,nM,O=C(Nc1cccc(C(F)(F)F)c1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,9.397940008672037
CHEMBL279351,0.4,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(Cl)c3)c2cc1OC,9.397940008672037
CHEMBL2113171,0.4,nM,COCCOc1cc2ncnc(NC3=CC(=O)C(OC(CF)CF)=C(Cl)C3=O)c2cc1OC,9.397940008672037
CHEMBL179522,0.4,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(F)ccc4F)cc3)c2cc1OC,9.397940008672037
CHEMBL3897723,0.41,nM,COc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccc(Cl)cc2)cc1,9.387216143280265
CHEMBL5275552,0.42,nM,Cc1ccc(NC(=O)Cn2cc(-c3ccc4c(NC(=O)c5ccc(N6CCNCC6)cc5)n[nH]c4c3)cn2)cc1C(F)(F)F,9.3767507096021
CHEMBL3093583,0.42,nM,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c(F)c1)c1cccn(-c2ccccc2)c1=O,9.3767507096021
CHEMBL3903713,0.42,nM,C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,9.3767507096021
CHEMBL3915508,0.43,nM,N#Cc1ccc(Nc2nncc3ccccc23)cc1,9.366531544420413
CHEMBL270342,0.45,nM,COc1ccc2c(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)ccnc2c1,9.346787486224656
CHEMBL3577114,0.46,nM,CNc1cc2c(cn1)cc(-c1ccc(F)c(NC(=O)Nc3cc(C(C)(C)C)no3)c1)c(=O)n2[C@H]1CCOC1,9.337242168318426
CHEMBL2409785,0.48,nM,Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)nn3c2)cc1NC(=O)c1scc(C)c1Cl,9.318758762624412
CHEMBL1668411,0.49,nM,COc1cc(O)c2c(c1)/C=C/C[C@@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,9.309803919971486
CHEMBL3633294,0.5,nM,Nc1n[nH]c2cccc(-c3cccc(NC(=O)Nc4cccc(Cl)c4)c3)c12,9.301029995663981
CHEMBL2016927,0.5,nM,O=C(Cc1ccncc1)N1CCc2nc(-c3cc4cc(Cl)ccc4[nH]c3=O)[nH]c2C1,9.301029995663981
CHEMBL270954,0.5,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(C)cc3)c2cc1C(N)=O,9.301029995663981
CHEMBL3746941,0.5,nM,CC1(c2cc(NC(=O)n3ccc4cc(Oc5ncnc6c5CNC6)ccc43)n[nH]2)CC1,9.301029995663981
CHEMBL270548,0.5,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1OC,9.301029995663981
CHEMBL411091,0.5,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(C)cc5)cccc4c3)c2cc1OC,9.301029995663981
CHEMBL3739732,0.5,nM,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)n2)c1,9.301029995663981
CHEMBL271563,0.5,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccc(C(F)(F)F)c5)cccc4c3)c2cc1OC,9.301029995663981
CHEMBL1173411,0.5,nM,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C(=O)O)c2C)cc1,9.301029995663981
CHEMBL3740721,0.5,nM,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)c1,9.301029995663981
CHEMBL362634,0.5,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(C)cc4)cc3)c2cc1OC,9.301029995663981
CHEMBL179227,0.5,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4F)cc3)c2cc1OC,9.301029995663981
CHEMBL270985,0.5,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(C(F)(F)F)cc5)cccc4c3)c2cc1OC,9.301029995663981
CHEMBL4473253,0.52,nM,COc1ccc(-c2ccc(Cn3cc(-c4ccc(NC(=O)C5CC5)cc4)nn3)cc2)cn1,9.2839966563652
CHEMBL4472113,0.53,nM,Cc1cccc(-c2cn(Cc3ccc(-c4cn[nH]c4)cc3)nn2)c1,9.275724130399212
CHEMBL3906533,0.54,nM,CCOC(=O)c1ccc(Nc2nncc3ccccc23)cc1,9.267606240177031
CHEMBL3093579,0.54,nM,Cc1ccc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)c(=O)n1-c1ccccc1.Cl,9.267606240177031
CHEMBL3900264,0.55,nM,Clc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccccc2)cc1,9.259637310505756
CHEMBL4543212,0.57,nM,Cc1ccc(-c2cn(Cc3ccc(-c4cnn(C)c4)cc3)nn2)cc1,9.244125144327509
CHEMBL412291,0.6,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccc(F)c5)cccc4c3)c2cc1OC,9.221848749616356
CHEMBL477611,0.6,nM,Cc1n[nH]c2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc12,9.221848749616356
CHEMBL409867,0.6,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1C(N)=O,9.221848749616356
CHEMBL3741966,0.6,nM,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)n2)c1,9.221848749616356
CHEMBL259461,0.6,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(C)on5)cccc4c3)c2cc1OC,9.221848749616356
CHEMBL272198,0.6,nM,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,9.221848749616356
CHEMBL478442,0.6,nM,COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,9.221848749616356
CHEMBL3979610,0.67,nM,Fc1ccc(Nc2nncc3ccccc23)cc1,9.173925197299173
CHEMBL3937949,0.68,nM,O=C(O)c1ccc(Nc2nncc3ccccc23)cc1,9.167491087293763
CHEMBL3966129,0.69,nM,Clc1ccc(C(/C=C/c2ccccc2)=N\Nc2nncc3ccccc23)cc1,9.161150909262744
CHEMBL2016924,0.7,nM,O=C(Cc1ccccn1)N1CCc2nc(-c3cc4cc(F)ccc4[nH]c3=O)[nH]c2C1,9.154901959985743
CHEMBL3983586,0.7,nM,Cc1ccc(C(/C=C/c2ccc(F)cc2)=N\Nc2nncc3ccccc23)cc1,9.154901959985743
CHEMBL404669,0.7,nM,Cc1cc(NC(=O)Nc2ccc(-c3cncc4[nH]nc(N)c34)cc2)ccc1F,9.154901959985743
CHEMBL272938,0.7,nM,Cc1cccc(NC(=O)Nc2ccc(-c3cncc4[nH]nc(N)c34)cc2)c1,9.154901959985743
CHEMBL407715,0.7,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(C(C)(C)C)cc5)cccc4c3)c2cc1OC,9.154901959985743
CHEMBL179698,0.7,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc(F)c4F)cc3)c2cc1OC,9.154901959985743
CHEMBL360526,0.7,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)c2cc1OC,9.154901959985743
CHEMBL4076909,0.7,nM,CC(=O)N1Cc2ncnc(Oc3ccc4c(ccn4C(=O)Nc4cc(C5(C(F)(F)F)CC5)on4)c3)c2C[C@@H]1C,9.154901959985743
CHEMBL4878552,0.73,nM,Cc1ccc(NC(=O)Cn2cc(-c3ccc4c(NC(=O)c5cnn(C)c5)n[nH]c4c3)cn2)cc1C(F)(F)F,9.136677139879545
CHEMBL4099365,0.75,nM,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cnn(C(C)C)c4)c4ccccc34)c2cc1OC,9.1249387366083
CHEMBL3950630,0.77,nM,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)n1,9.113509274827518
CHEMBL3633304,0.79,nM,Nc1n[nH]c2cccc(-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)c12,9.102372908709558
CHEMBL4067871,0.8,nM,OC[C@H](Nc1cnc(-c2cc(Cl)ccc2O)c(-c2ccc3cnccc3c2)c1)c1ccccc1,9.096910013008056
CHEMBL408478,0.8,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(C(C)(C)C)on5)cccc4c3)c2cc1OC,9.096910013008056
CHEMBL406388,0.8,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cccnc5)cccc4c3)c2cc1OC,9.096910013008056
CHEMBL269915,0.8,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccccn5)cccc4c3)c2cc1OC,9.096910013008056
CHEMBL3896004,0.8,nM,COC(=O)CNCCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1,9.096910013008056
CHEMBL3963403,0.88,nM,Fc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccccc2)cc1,9.05551732784983
CHEMBL1242557,0.9,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(C)c3)c2cc1OC,9.045757490560675
CHEMBL3288526,0.9,nM,Nc1ncnc2scc(-c3ccc4c(C(=O)Nc5ccccc5)cccc4c3)c12,9.045757490560675
CHEMBL3740856,0.9,nM,COc1ccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)cc1OC,9.045757490560675
CHEMBL3741641,0.9,nM,COc1cc(Nc2nccc(Oc3ccc4c(C(=O)Nc5ccccc5)cccc4c3)n2)cc(OC)c1OC,9.045757490560675
CHEMBL271984,0.9,nM,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,9.045757490560675
CHEMBL178455,0.9,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,9.045757490560675
CHEMBL1172422,0.9,nM,Cc1[nH]c(/C=C2\C(=O)Nc3cc(NC(=O)Nc4ccccc4)ccc32)c(C)c1CC(=O)O,9.045757490560675
CHEMBL2113187,0.9,nM,COCCOc1cc2ncnc(NC3=CC(=O)C(Oc4cccc(F)c4)=CC3=O)c2cc1OC,9.045757490560675
CHEMBL4073263,0.92,nM,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cc(C)on4)c4ccccc34)c2cc1OC,9.036212172654444
CHEMBL2180604,0.95,nM,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,9.022276394711152
CHEMBL2348998,0.96,nM,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)nn1C,9.017728766960431
CHEMBL1907764,1.0,nM,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,9.0
CHEMBL219584,1.0,nM,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cnc2ccccc2c1,9.0
CHEMBL410841,1.0,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(F)cc5)cccc4c3)c2cc1OC,9.0
CHEMBL452569,1.0,nM,COc1ccc(NC(=O)Nc2nn(C)c3cc(Oc4ccnc5cc(OC)c(OC)cc45)ccc23)cc1,9.0
CHEMBL220874,1.0,nM,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1ccc(N)nc1,9.0
CHEMBL270978,1.0,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5cc(C)no5)cccc4c3)c2cc1OC,9.0
CHEMBL462168,1.0,nM,COc1cc2nccc(Oc3ccc4c(NC(=O)c5cccc(C(F)(F)F)c5)nn(C)c4c3)c2cc1OC,9.0
CHEMBL257789,1.0,nM,CO/N=C(\C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,9.0
CHEMBL1945502,1.0,nM,COc1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)cc1CCCN(C)C,9.0
CHEMBL404322,1.0,nM,C/C(=N\O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,9.0
CHEMBL2016900,1.0,nM,O=C(c1cccnc1)N1CCc2nc(-c3cc4cc(F)ccc4[nH]c3=O)[nH]c2C1,9.0
CHEMBL258014,1.0,nM,CCCn1c2ccc(/C(C)=N/OC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,9.0
CHEMBL272875,1.0,nM,CCNC(=O)N1CCOc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc21,9.0
CHEMBL272878,1.0,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cccc(Cl)c3)c2cc1OC,9.0
CHEMBL1276980,1.0,nM,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CC2,9.0
CHEMBL429430,1.0,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccccc3)c2cc1OC,9.0
CHEMBL269914,1.0,nM,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)cccc4c3)c2cc1OC,9.0
CHEMBL1277071,1.0,nM,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CCC2,9.0
CHEMBL215943,1.0,nM,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,9.0
CHEMBL2113172,1.0,nM,COCCOc1cc2ncnc(NC3=CC(=O)C(OC)=C(Cl)C3=O)c2cc1OC,9.0
CHEMBL2349006,1.0,nM,O=C(Nc1cccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c1)c1cccc(F)c1,9.0
CHEMBL5283863,1.0,nM,CCc1cccc(NC(=O)c2cccc3cc(Oc4cc(N)ncn4)ccc23)c1,9.0
CHEMBL402531,1.0,nM,CCn1c2ccc(C(=O)c3cccs3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,9.0
CHEMBL1271641,1.0,nM,Oc1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1O,9.0
CHEMBL493877,1.0,nM,COc1cc2nccc(CN3CCc4c(cccc4C(=O)Nc4ccc(C(C)(C)C)cc4)C3)c2cc1OC,9.0
CHEMBL3808622,1.0,nM,CC(C)(C)c1cc(NC(=O)n2ccc3cc(Oc4ncnc5c4CNC5)ccc32)n[nH]1,9.0
CHEMBL3808921,1.0,nM,C[C@H]1Cc2c(ncnc2Oc2ccc3c(ccn3C(=O)Nc3cc(C4(C(F)(F)F)CC4)on3)c2)CN1,9.0
CHEMBL185716,1.0,nM,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1,9.0
CHEMBL189354,1.0,nM,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,9.0
CHEMBL255744,1.0,nM,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(N)c34)cc2)c1,9.0
CHEMBL3545414,1.0,nM,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,9.0
CHEMBL270058,1.0,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccccc3C)c2cc1OC,9.0
CHEMBL459896,1.0,nM,COc1ccccc1Nc1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,9.0
CHEMBL3964131,1.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCCN5CCOC(CO)C5)sc34)cc2F)c1,9.0
CHEMBL2430248,1.0,nM,Cc1[nH]c2c(c1C(=O)NCCCN1CCOCC1)CCC/C2=C1/C(=O)Nc2ccc(F)cc21,9.0
CHEMBL270057,1.0,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cccc(C)c3)c2cc1OC,9.0
CHEMBL255746,1.0,nM,Nc1n[nH]c2nccc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,9.0
CHEMBL3989914,1.0,nM,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,9.0
CHEMBL212964,1.0,nM,CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,9.0
CHEMBL2022853,1.0,nM,CS(=O)(=O)CCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,9.0
CHEMBL4455006,1.0,nM,O=C(Nc1ccc(Oc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1F)Nc1cc(C(F)(F)F)ccc1F,9.0
CHEMBL2071271,1.0,nM,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(CC(=O)O)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,9.0
CHEMBL256246,1.0,nM,Nc1n[nH]c2cncc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,9.0
CHEMBL493047,1.0,nM,COc1cc2nccc(CN3CCc4c(cccc4C(=O)Nc4cccc(C(F)(F)F)c4)C3)c2cc1OC,9.0
CHEMBL493253,1.0,nM,COc1cc2nccc(CN3CCc4c(cccc4C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)c2cc1OC,9.0
CHEMBL273062,1.0,nM,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)ccnc2c1,9.0
CHEMBL3919480,1.0,nM,CCOC(=O)CCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2s1,9.0
CHEMBL493876,1.0,nM,COc1cc2nccc(CN3CCc4c(cccc4C(=O)Nc4ccc(F)c(C(F)(F)F)c4)C3)c2cc1OC,9.0
CHEMBL270306,1.0,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)N[C@@H](C)c3ccccc3)c2cc1OC,9.0
CHEMBL4069517,1.05,nM,Nc1ncc2ccc(-c3ccc(NC(=S)Nc4cc(Br)cc(C(F)(F)F)c4)cc3)cc2n1,8.978810700930062
CHEMBL3220323,1.08,nM,COc1cc(-c2cc(NC(=O)Nc3ccc(OCCCN4CCOCC4)cc3)cc(OC)c2OC)ccc1/C(C)=N/O,8.96657624451305
CHEMBL179360,1.1,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc([N+](=O)[O-])c4)cc3)c2cc1OC,8.958607314841775
CHEMBL179719,1.1,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)c(F)c4)cc3)c2cc1OC,8.958607314841775
CHEMBL2430262,1.1,nM,Cc1[nH]c2c(c1C(=O)NCCO)CCC/C2=C1/C(=O)Nc2ccc(F)cc21,8.958607314841775
CHEMBL2348991,1.1,nM,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2F)n(C)n1,8.958607314841775
CHEMBL2349005,1.1,nM,CC(=O)Nc1cn2nc(Oc3cccc(NC(=O)c4cccc(F)c4)c3)ccc2n1,8.958607314841775
CHEMBL273187,1.1,nM,Cc1cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(N)c34)cc2)ccc1F,8.958607314841775
CHEMBL243908,1.1,nM,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1,8.958607314841775
CHEMBL2430251,1.1,nM,Cc1[nH]c2c(c1C(=O)N1CCOCC1)CCC/C2=C1/C(=O)Nc2ccc(F)cc21,8.958607314841775
CHEMBL2348989,1.1,nM,O=C(Nc1cccc(Oc2ccc3nc(NC(=O)C4CCOCC4)cn3n2)c1)c1cccc(C(F)(F)F)c1,8.958607314841775
CHEMBL2409775,1.1,nM,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,8.958607314841775
CHEMBL2409779,1.1,nM,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c2)n(C)n1,8.958607314841775
CHEMBL179593,1.1,nM,COc1ccc(NC(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)cc1,8.958607314841775
CHEMBL272252,1.2,nM,COc1ccc2c(Oc3ccc4c(C(N)=O)cccc4c3)ccnc2c1,8.920818753952375
CHEMBL4278642,1.2,nM,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5CCN(CCO)CC5)cc4)c3)ccc12,8.920818753952375
CHEMBL3921710,1.2,nM,CCCCN1C(=O)CS/C1=N/Nc1nncc2ccccc12,8.920818753952375
CHEMBL426602,1.2,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c2cc1OC,8.920818753952375
CHEMBL2204532,1.2,nM,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1,8.920818753952375
CHEMBL2409780,1.2,nM,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)ccc2C)n(C)n1,8.920818753952375
CHEMBL2409782,1.2,nM,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)sc4n3)ccc2C)n(C)n1,8.920818753952375
CHEMBL404342,1.2,nM,Nc1n[nH]c2cncc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,8.920818753952375
CHEMBL2348995,1.2,nM,Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)n(-c2ccccc2)n1,8.920818753952375
CHEMBL3740487,1.2,nM,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccc(F)c5)cccc4c3)n2)c1,8.920818753952375
